,ip,timestamp,request,status,bytes_sent,referrer,user_agent,date,endpoint
487,123.125.71.51,2012-06-23 19:39:23+02:00,GET / HTTP/1.1,200,916,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-23,/
488,220.181.108.75,2012-06-23 19:39:59+02:00,GET / HTTP/1.1,200,916,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-23,/
489,83.149.126.98,2012-06-23 20:08:28+02:00,GET /robots.txt HTTP/1.0,404,488,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-23,/robots.txt
490,83.149.126.98,2012-06-23 20:08:29+02:00,GET / HTTP/1.0,200,621,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-23,/
491,87.106.61.84,2012-06-23 20:10:52+02:00,GET /robots.txt HTTP/1.0,404,488,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-23,/robots.txt
492,87.106.61.84,2012-06-23 20:10:54+02:00,GET / HTTP/1.0,200,621,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-23,/
493,66.249.72.65,2012-06-23 20:13:27+02:00,GET /robots.txt HTTP/1.1,404,508,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),2012-06-23,/robots.txt
494,66.249.72.65,2012-06-23 20:13:27+02:00,GET /logs/ HTTP/1.1,200,722,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),2012-06-23,/logs/
495,123.125.71.47,2012-06-23 20:38:02+02:00,GET / HTTP/1.1,200,913,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-23,/
496,220.181.108.78,2012-06-23 20:38:43+02:00,GET / HTTP/1.1,200,913,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-23,/
497,74.118.192.202,2012-06-23 20:42:05+02:00,GET /robots.txt HTTP/1.0,404,488,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-23,/robots.txt
498,74.118.192.202,2012-06-23 20:42:08+02:00,GET / HTTP/1.0,200,621,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-23,/
499,66.249.72.65,2012-06-23 20:43:59+02:00,GET /icons/unknown.gif HTTP/1.1,200,537,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),2012-06-23,/icons/unknown.gif
500,66.249.72.65,2012-06-23 20:44:00+02:00,GET /icons/back.gif HTTP/1.1,200,507,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),2012-06-23,/icons/back.gif
501,66.249.72.65,2012-06-23 20:44:00+02:00,GET /icons/blank.gif HTTP/1.1,200,439,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),2012-06-23,/icons/blank.gif
502,180.76.5.169,2012-06-23 20:45:58+02:00,GET / HTTP/1.1,200,912,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-23,/
503,83.149.126.98,2012-06-23 20:59:28+02:00,GET /robots.txt HTTP/1.0,404,488,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-23,/robots.txt
504,83.149.126.98,2012-06-23 20:59:30+02:00,GET / HTTP/1.0,200,621,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-23,/
505,178.154.210.252,2012-06-23 21:14:01+02:00,GET /?C=N;O=D HTTP/1.1,200,663,-,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots),2012-06-23,/?C=N;O=D
506,1.202.218.8,2012-06-23 21:23:24+02:00,GET /robots.txt HTTP/1.0,404,492,-,\,2012-06-23,/robots.txt
507,123.125.71.46,2012-06-23 21:26:36+02:00,GET / HTTP/1.1,200,908,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-23,/
508,220.181.108.87,2012-06-23 21:26:56+02:00,GET / HTTP/1.1,200,908,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-23,/
509,108.59.8.80,2012-06-23 21:42:29+02:00,GET /robots.txt HTTP/1.0,404,488,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-23,/robots.txt
510,66.249.72.65,2012-06-23 21:42:30+02:00,GET /robots.txt HTTP/1.1,404,503,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),2012-06-23,/robots.txt
511,66.249.72.65,2012-06-23 21:42:31+02:00,GET /logs/ HTTP/1.1,200,714,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),2012-06-23,/logs/
512,108.59.8.80,2012-06-23 21:42:31+02:00,GET / HTTP/1.0,200,621,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-23,/
513,108.59.8.80,2012-06-23 21:44:51+02:00,GET /robots.txt HTTP/1.0,404,488,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-23,/robots.txt
514,108.59.8.80,2012-06-23 21:44:53+02:00,GET / HTTP/1.0,200,621,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-23,/
515,109.189.105.143,2012-06-23 22:12:29+02:00,GET /robots.txt HTTP/1.0,404,488,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-23,/robots.txt
516,109.189.105.143,2012-06-23 22:12:30+02:00,GET / HTTP/1.0,200,621,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-23,/
517,130.83.167.153,2012-06-23 22:16:56+02:00,GET /robots.txt HTTP/1.1,404,492,-,findlinks/2.6 (+http://wortschatz.uni-leipzig.de/findlinks/),2012-06-23,/robots.txt
518,95.91.59.50,2012-06-23 22:33:15+02:00,GET /robots.txt HTTP/1.0,404,488,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-23,/robots.txt
519,95.91.59.50,2012-06-23 22:33:17+02:00,GET / HTTP/1.0,200,621,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-23,/
520,46.165.197.141,2012-06-23 22:39:41+02:00,GET /robots.txt HTTP/1.0,404,488,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-23,/robots.txt
521,46.165.197.141,2012-06-23 22:39:42+02:00,GET / HTTP/1.0,200,621,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-23,/
522,180.76.5.193,2012-06-23 23:07:01+02:00,GET / HTTP/1.1,200,908,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-23,/
523,178.154.210.252,2012-06-23 23:12:54+02:00,GET /?C=S;O=D HTTP/1.1,200,661,-,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots),2012-06-23,/?C=S;O=D
524,199.19.110.52,2012-06-23 23:20:13+02:00,GET /robots.txt HTTP/1.0,404,488,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-23,/robots.txt
525,199.19.110.52,2012-06-23 23:20:14+02:00,GET / HTTP/1.0,200,621,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-23,/
526,178.154.210.252,2012-06-23 23:25:52+02:00,GET /?C=D;O=A HTTP/1.1,200,665,-,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots),2012-06-23,/?C=D;O=A
527,216.145.14.142,2012-06-23 23:25:53+02:00,GET /robots.txt HTTP/1.0,404,497,-,Mozilla/5.0 (Windows; U; Windows NT 5.1; en; rv:1.9.0.13) Gecko/2009073022 Firefox/3.5.2 (.NET CLR 3.5.30729) SurveyBot/2.3 (DomainTools),2012-06-23,/robots.txt
528,216.145.14.142,2012-06-23 23:25:54+02:00,GET / HTTP/1.1,200,629,http://whois.domaintools.com/haouzi-group.com,Mozilla/5.0 (Windows; U; Windows NT 5.1; en; rv:1.9.0.13) Gecko/2009073022 Firefox/3.5.2 (.NET CLR 3.5.30729) SurveyBot/2.3 (DomainTools),2012-06-23,/
529,88.190.13.201,2012-06-23 23:32:47+02:00,GET /robots.txt HTTP/1.0,404,488,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.2; http://www.majestic12.co.uk/bot.php?+),2012-06-23,/robots.txt
530,88.190.13.201,2012-06-23 23:32:50+02:00,GET / HTTP/1.1,200,889,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.2; http://www.majestic12.co.uk/bot.php?+),2012-06-23,/
531,123.125.71.16,2012-06-23 23:35:32+02:00,GET / HTTP/1.1,200,913,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-23,/
532,220.181.108.84,2012-06-23 23:36:15+02:00,GET / HTTP/1.1,200,913,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-23,/
533,173.242.125.191,2012-06-23 23:40:47+02:00,GET /robots.txt HTTP/1.0,404,488,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-23,/robots.txt
534,173.242.125.191,2012-06-23 23:40:48+02:00,GET / HTTP/1.0,200,621,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-23,/
535,199.58.86.209,2012-06-24 00:11:11+02:00,GET /robots.txt HTTP/1.0,404,488,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-24,/robots.txt
536,199.58.86.209,2012-06-24 00:11:13+02:00,GET / HTTP/1.0,200,621,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-24,/
537,123.125.71.42,2012-06-24 00:33:53+02:00,GET / HTTP/1.1,200,913,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-24,/
538,220.181.108.81,2012-06-24 00:34:31+02:00,GET / HTTP/1.1,200,913,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-24,/
539,180.76.5.103,2012-06-24 00:38:56+02:00,GET / HTTP/1.1,200,912,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-24,/
540,217.69.133.29,2012-06-24 00:45:19+02:00,GET /robots.txt HTTP/1.0,404,492,-,Mozilla/5.0 (compatible; Mail.RU/2.0),2012-06-24,/robots.txt
541,217.69.133.29,2012-06-24 00:45:19+02:00,GET /robots.txt HTTP/1.0,404,488,-,Mozilla/5.0 (compatible; Mail.RU/2.0),2012-06-24,/robots.txt
542,66.249.72.235,2012-06-24 00:48:31+02:00,GET /robots.txt HTTP/1.1,404,508,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),2012-06-24,/robots.txt
543,66.249.72.235,2012-06-24 00:48:32+02:00,GET / HTTP/1.1,200,662,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),2012-06-24,/
544,123.125.71.13,2012-06-24 01:23:58+02:00,GET / HTTP/1.1,200,912,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-24,/
545,220.181.108.82,2012-06-24 01:24:14+02:00,GET / HTTP/1.1,200,912,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-24,/
546,1.202.218.8,2012-06-24 01:30:23+02:00,GET /robots.txt HTTP/1.0,404,488,-,\,2012-06-24,/robots.txt
547,66.249.72.65,2012-06-24 01:43:38+02:00,GET /robots.txt HTTP/1.1,404,503,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),2012-06-24,/robots.txt
548,66.249.72.65,2012-06-24 01:43:38+02:00,GET / HTTP/1.1,200,658,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),2012-06-24,/
549,62.212.73.211,2012-06-24 02:14:22+02:00,GET /robots.txt HTTP/1.0,404,488,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-24,/robots.txt
550,62.212.73.211,2012-06-24 02:14:24+02:00,GET / HTTP/1.0,200,621,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-24,/
551,123.231.237.102,2012-06-24 02:14:58+02:00,GET /logs/access.log HTTP/1.1,200,88336,http://isrolab.com/,Mozilla/5.0 (Windows NT 6.1; rv:5.0) Gecko/20100101 Firefox/5.02,2012-06-24,/logs/access.log
552,119.110.65.253,2012-06-24 02:15:17+02:00,GET /logs/ HTTP/1.1,200,720,http://isrolab.com/,Mozilla/5.0 (Windows NT 6.1; rv:5.0) Gecko/20100101 Firefox/5.02,2012-06-24,/logs/
553,193.47.80.48,2012-06-24 02:17:19+02:00,GET /robots.txt HTTP/1.1,404,468,-,Mozilla/5.0 (compatible; Exabot/3.0; +http://www.exabot.com/go/robot),2012-06-24,/robots.txt
554,193.47.80.48,2012-06-24 02:17:19+02:00,GET / HTTP/1.1,200,625,-,Mozilla/5.0 (compatible; Exabot/3.0; +http://www.exabot.com/go/robot),2012-06-24,/
555,141.105.120.152,2012-06-24 02:18:35+02:00,GET /robots.txt HTTP/1.0,404,468,-,Mozilla/5.0 (compatible; OpenindexSpider/Nutch-1.5-dev; +http://www.openindex.io/en/webmasters/spider.html),2012-06-24,/robots.txt
556,141.105.120.152,2012-06-24 02:18:35+02:00,GET / HTTP/1.0,200,625,-,Mozilla/5.0 (compatible; OpenindexSpider/Nutch-1.5-dev; +http://www.openindex.io/en/webmasters/spider.html),2012-06-24,/
557,123.125.71.20,2012-06-24 02:23:47+02:00,GET / HTTP/1.1,200,912,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-24,/
558,220.181.108.118,2012-06-24 02:24:04+02:00,GET / HTTP/1.1,200,912,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-24,/
559,66.249.72.65,2012-06-24 02:38:55+02:00,GET /robots.txt HTTP/1.1,404,508,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),2012-06-24,/robots.txt
560,199.58.86.211,2012-06-24 02:52:53+02:00,GET /robots.txt HTTP/1.0,404,488,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-24,/robots.txt
561,199.58.86.211,2012-06-24 02:52:56+02:00,GET / HTTP/1.0,200,621,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-24,/
562,1.202.218.8,2012-06-24 03:07:35+02:00,GET /robots.txt HTTP/1.0,404,492,-,\,2012-06-24,/robots.txt
563,83.149.126.98,2012-06-24 03:09:29+02:00,GET /robots.txt HTTP/1.0,404,488,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-24,/robots.txt
564,83.149.126.98,2012-06-24 03:09:30+02:00,GET / HTTP/1.0,200,621,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-24,/
565,123.125.71.13,2012-06-24 04:35:07+02:00,GET / HTTP/1.1,200,913,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-24,/
566,220.181.108.95,2012-06-24 04:35:45+02:00,GET / HTTP/1.1,200,913,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-24,/
567,46.165.197.151,2012-06-24 04:39:26+02:00,GET /robots.txt HTTP/1.0,404,488,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-24,/robots.txt
568,46.165.197.151,2012-06-24 04:39:28+02:00,GET / HTTP/1.0,200,621,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-24,/
569,1.202.218.8,2012-06-24 04:51:16+02:00,GET /robots.txt HTTP/1.0,404,488,-,\,2012-06-24,/robots.txt
570,180.76.5.52,2012-06-24 05:07:09+02:00,GET / HTTP/1.1,200,908,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-24,/
571,87.106.61.84,2012-06-24 05:17:33+02:00,GET /robots.txt HTTP/1.0,404,488,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-24,/robots.txt
572,87.106.61.84,2012-06-24 05:17:37+02:00,GET / HTTP/1.0,200,621,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-24,/
573,199.58.86.211,2012-06-24 05:21:24+02:00,GET /robots.txt HTTP/1.0,404,488,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-24,/robots.txt
574,199.58.86.211,2012-06-24 05:21:26+02:00,GET / HTTP/1.0,200,621,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-24,/
575,123.125.71.30,2012-06-24 05:27:03+02:00,GET / HTTP/1.1,200,912,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-24,/
576,220.181.108.115,2012-06-24 05:27:20+02:00,GET / HTTP/1.1,200,912,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-24,/
577,184.154.48.82,2012-06-24 05:53:12+02:00,GET /robots.txt HTTP/1.0,404,488,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-24,/robots.txt
578,184.154.48.82,2012-06-24 05:53:13+02:00,GET / HTTP/1.0,200,621,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-24,/
579,66.249.72.235,2012-06-24 06:21:04+02:00,GET /logs/ HTTP/1.1,200,721,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),2012-06-24,/logs/
580,1.202.218.8,2012-06-24 06:23:22+02:00,GET /robots.txt HTTP/1.0,404,492,-,\,2012-06-24,/robots.txt
581,123.125.71.31,2012-06-24 06:24:35+02:00,GET / HTTP/1.1,200,912,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-24,/
582,220.181.108.114,2012-06-24 06:24:52+02:00,GET / HTTP/1.1,200,912,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-24,/
583,178.154.210.252,2012-06-24 06:28:02+02:00,GET /?C=M;O=A HTTP/1.1,200,663,-,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots),2012-06-24,/?C=M;O=A
584,180.76.5.89,2012-06-24 06:40:28+02:00,GET / HTTP/1.1,200,912,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-24,/
585,1.202.218.8,2012-06-24 08:14:48+02:00,GET /robots.txt HTTP/1.0,404,488,-,\,2012-06-24,/robots.txt
586,46.165.197.142,2012-06-24 08:29:17+02:00,GET /robots.txt HTTP/1.0,404,488,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-24,/robots.txt
587,46.165.197.142,2012-06-24 08:29:19+02:00,GET / HTTP/1.0,200,621,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-24,/
588,123.125.71.44,2012-06-24 08:34:43+02:00,GET / HTTP/1.1,200,913,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-24,/
589,220.181.108.103,2012-06-24 08:35:22+02:00,GET / HTTP/1.1,200,913,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-24,/
590,66.249.72.235,2012-06-24 09:06:34+02:00,GET /logs/access.log HTTP/1.1,200,94475,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),2012-06-24,/logs/access.log
591,199.58.86.211,2012-06-24 09:20:27+02:00,GET /robots.txt HTTP/1.0,404,488,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-24,/robots.txt
592,199.58.86.211,2012-06-24 09:20:29+02:00,GET / HTTP/1.0,200,621,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-24,/
593,123.125.71.17,2012-06-24 09:22:36+02:00,GET / HTTP/1.1,200,912,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-24,/
594,220.181.108.122,2012-06-24 09:22:50+02:00,GET / HTTP/1.1,200,912,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-24,/
595,1.202.218.8,2012-06-24 09:57:06+02:00,GET /robots.txt HTTP/1.0,404,492,-,\,2012-06-24,/robots.txt
596,64.246.165.190,2012-06-24 10:23:20+02:00,GET /robots.txt HTTP/1.0,404,500,-,Mozilla/5.0 (Windows; U; Windows NT 5.1; en; rv:1.9.0.13) Gecko/2009073022 Firefox/3.5.2 (.NET CLR 3.5.30729) SurveyBot/2.3 (DomainTools),2012-06-24,/robots.txt
597,64.246.165.190,2012-06-24 10:23:21+02:00,GET / HTTP/1.1,200,630,http://whois.domaintools.com/isrolab-systems.com,Mozilla/5.0 (Windows; U; Windows NT 5.1; en; rv:1.9.0.13) Gecko/2009073022 Firefox/3.5.2 (.NET CLR 3.5.30729) SurveyBot/2.3 (DomainTools),2012-06-24,/
598,64.246.165.200,2012-06-24 10:24:19+02:00,GET /robots.txt HTTP/1.0,404,492,-,Mozilla/5.0 (Windows; U; Windows NT 5.1; en; rv:1.9.0.13) Gecko/2009073022 Firefox/3.5.2 (.NET CLR 3.5.30729) SurveyBot/2.3 (DomainTools),2012-06-24,/robots.txt
599,64.246.165.200,2012-06-24 10:24:19+02:00,GET / HTTP/1.1,200,625,http://whois.domaintools.com/isrolab.com,Mozilla/5.0 (Windows; U; Windows NT 5.1; en; rv:1.9.0.13) Gecko/2009073022 Firefox/3.5.2 (.NET CLR 3.5.30729) SurveyBot/2.3 (DomainTools),2012-06-24,/
600,207.46.199.54,2012-06-24 10:44:30+02:00,GET /robots.txt HTTP/1.1,404,526,-,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),2012-06-24,/robots.txt
601,207.46.199.54,2012-06-24 10:45:18+02:00,GET /logs/?C=D;O=A HTTP/1.1,200,717,-,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),2012-06-24,/logs/?C=D;O=A
602,180.76.5.150,2012-06-24 11:07:15+02:00,GET / HTTP/1.1,200,908,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-24,/
603,220.181.127.124,2012-06-24 11:24:43+02:00,GET / HTTP/1.1,200,908,http://isrolab.com/,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1),2012-06-24,/
604,123.125.71.14,2012-06-24 11:34:20+02:00,GET / HTTP/1.1,200,913,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-24,/
605,220.181.108.114,2012-06-24 11:34:55+02:00,GET / HTTP/1.1,200,913,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-24,/
606,1.202.218.8,2012-06-24 11:55:59+02:00,GET /robots.txt HTTP/1.0,404,488,-,\,2012-06-24,/robots.txt
607,123.125.71.39,2012-06-24 12:23:06+02:00,GET /robots.txt HTTP/1.1,404,468,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-24,/robots.txt
608,123.125.71.97,2012-06-24 12:23:06+02:00,GET /robots.txt HTTP/1.1,404,470,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-24,/robots.txt
609,123.125.71.114,2012-06-24 12:23:06+02:00,GET /robots.txt HTTP/1.1,404,465,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-24,/robots.txt
610,123.125.71.45,2012-06-24 12:25:33+02:00,GET / HTTP/1.1,200,908,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-24,/
611,220.181.108.84,2012-06-24 12:25:51+02:00,GET / HTTP/1.1,200,908,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-24,/
612,180.76.5.65,2012-06-24 12:38:10+02:00,GET / HTTP/1.1,200,912,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-24,/
613,180.76.5.98,2012-06-24 12:57:33+02:00,GET /robots.txt HTTP/1.1,404,468,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-24,/robots.txt
614,180.76.6.37,2012-06-24 12:57:33+02:00,GET /robots.txt HTTP/1.1,404,465,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-24,/robots.txt
615,123.125.71.46,2012-06-24 13:25:41+02:00,GET / HTTP/1.1,200,908,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-24,/
616,220.181.108.101,2012-06-24 13:25:58+02:00,GET / HTTP/1.1,200,908,-,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),2012-06-24,/
617,1.202.218.8,2012-06-24 13:39:41+02:00,GET /robots.txt HTTP/1.0,404,492,-,\,2012-06-24,/robots.txt
618,91.121.111.173,2012-06-24 13:45:37+02:00,GET /robots.txt HTTP/1.0,404,488,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-24,/robots.txt
619,91.121.111.173,2012-06-24 13:45:41+02:00,GET / HTTP/1.0,200,621,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.3; http://www.majestic12.co.uk/bot.php?+),2012-06-24,/
